"전국","25 - 29세","서비스 종사자",179813,93213,86600
"전국","25 - 29세","판매 종사자",275139,151049,124090
"전국","25 - 29세","농업,임업 및 어업숙련종사자",51304,36801,14503
"전국","25 - 29세","기능원 및 관련 기능 종사자",254299,227001,27298
"전국","25 - 29세","장치,기계조작 및 조립 종사자",247690,220518,27172
"전국","25 - 29세","단순노무 종사자",98813,84015,14798
"전국","25 - 29세","기타",14657,14406,251
"전국","25 - 29세","미상",291,217,74
"전국","30 - 34세","계",2622152,1839702,782450
"전국","30 - 34세","의회의원,고위임직원 및 관리자",104581,95405,9176
"전국","30 - 34세","전문가",327950,195337,132613
"전국","30 - 34세","기술공 및 준전문가",301131,233978,67153
"전국","30 - 34세","사무 종사자",486807,331113,155694
"전국","30 - 34세","서비스 종사자",222816,107912,114904
"전국","30 - 34세","판매 종사자",345448,185993,159455
"전국","30 - 34세","농업,임업 및 어업숙련종사자",80694,49547,31147
"전국","30 - 34세","기능원 및 관련 기능 종사자",307058,263845,43213
"전국","30 - 34세","장치,기계조작 및 조립 종사자",307135,272447,34688
"전국","30 - 34세","단순노무 종사자",123894,89733,34161
"전국","30 - 34세","기타",14409,14224,185
"전국","30 - 34세","미상",229,168,61
"전국","35 - 39세","계",2867868,1923116,944752
"전국","35 - 39세","의회의원,고위임직원 및 관리자",189510,175581,13929
"전국","35 - 39세","전문가",289675,184574,105101
"전국","35 - 39세","기술공 및 준전문가",248636,196697,51939
"전국","35 - 39세","사무 종사자",397675,282489,115186
"전국","35 - 39세","서비스 종사자",293779,101112,192667
"전국","35 - 39세","판매 종사자",396458,195306,201152
"전국","35 - 39세","농업,임업 및 어업숙련종사자",143591,79302,64289
"전국","35 - 39세","기능원 및 관련 기능 종사자",359802,286763,73039
"전국","35 - 39세","장치,기계조작 및 조립 종사자",364935,302502,62433
"전국","35 - 39세","단순노무 종사자",169884,105019,64865
"전국","35 - 39세","기타",13747,13689,58
"전국","35 - 39세","미상",176,82,94
"전국","40 - 44세","계",2792971,1823260,969711
"전국","40 - 44세","의회의원,고위임직원 및 관리자",225554,208516,17038
"전국","40 - 44세","전문가",207556,147734,59822
"전국","40 - 44세","기술공 및 준전문가",191296,154488,36808
"전국","40 - 44세","사무 종사자",292618,208843,83775
"전국","40 - 44세","서비스 종사자",334105,98310,235795
"전국","40 - 44세","판매 종사자",391471,189769,201702
"전국","40 - 44세","농업,임업 및 어업숙련종사자",208299,115269,93030
"전국","40 - 44세","기능원 및 관련 기능 종사자",361099,278437,82662
"전국","40 - 44세","장치,기계조작 및 조립 종사자",363401,291949,71452
"전국","40 - 44세","단순노무 종사자",206589,119066,87523
"전국","40 - 44세","기타",10740,10666,74
"전국","40 - 44세","미상",243,213,30
"전국","45 - 49세","계",2012257,1311394,700863
"전국","45 - 49세","의회의원,고위임직원 및 관리자",165064,152947,12117
"전국","45 - 49세","전문가",128780,94740,34040
"전국","45 - 49세","기술공 및 준전문가",108713,90199,18514
"전국","45 - 49세","사무 종사자",158058,119827,38231
"전국","45 - 49세","서비스 종사자",250764,78049,172715
"전국","45 - 49세","판매 종사자",272654,138486,134168
"전국","45 - 49세","농업,임업 및 어업숙련종사자",226660,117876,108784
"전국","45 - 49세","기능원 및 관련 기능 종사자",245998,187870,58128
"전국","45 - 49세","장치,기계조작 및 조립 종사자",265303,217146,48157
"전국","45 - 49세","단순노무 종사자",181381,105489,75892
"전국","45 - 49세","기타",8693,8672,21
"전국","45 - 49세","미상",189,93,96
"전국","50 - 54세","계",1471140,977321,493819
"전국","50 - 54세","의회의원,고위임직원 및 관리자",116798,109304,7494
"전국","50 - 54세","전문가",78222,61779,16443
"전국","50 - 54세","기술공 및 준전문가",67419,58152,9267
"전국","50 - 54세","사무 종사자",95919,78892,17027
"전국","50 - 54세","서비스 종사자",159034,55664,103370
"전국","50 - 54세","판매 종사자",188969,101507,87462
"전국","50 - 54세","농업,임업 및 어업숙련종사자",263635,136423,127212
"전국","50 - 54세","기능원 및 관련 기능 종사자",152653,119765,32888
"전국","50 - 54세","장치,기계조작 및 조립 종사자",169002,143295,25707
"전국","50 - 54세","단순노무 종사자",175605,108690,66915
"전국","50 - 54세","기타",3779,3767,12
"전국","50 - 54세","미상",105,83,22
"전국","55 - 59세","계",1066141,683571,382570
"전국","55 - 59세","의회의원,고위임직원 및 관리자",73191,68982,4209
"전국","55 - 59세","전문가",45469,38151,7318
"전국","55 - 59세","기술공 및 준전문가",35486,31257,4229
"전국","55 - 59세","사무 종사자",44425,37479,6946
"전국","55 - 59세","서비스 종사자",84828,31281,53547
"전국","55 - 59세","판매 종사자",119960,65949,54011
"전국","55 - 59세","농업,임업 및 어업숙련종사자",326938,156899,170039
"전국","55 - 59세","기능원 및 관련 기능 종사자",82511,64994,17517
"전국","55 - 59세","장치,기계조작 및 조립 종사자",91759,81006,10753
"전국","55 - 59세","단순노무 종사자",161093,107092,54001
"전국","55 - 59세","기타",450,450,0
"전국","55 - 59세","미상",31,31,0
"전국","60 - 64세","계",804496,481680,322816
"전국","60 - 64세","의회의원,고위임직원 및 관리자",37273,35095,2178
"전국","60 - 64세","전문가",23993,21083,2910
"전국","60 - 64세","기술공 및 준전문가",18500,16712,1788
"전국","60 - 64세","사무 종사자",16979,14146,2833
"전국","60 - 64세","서비스 종사자",40594,14553,26041
"전국","60 - 64세","판매 종사자",73655,40148,33507
"전국","60 - 64세","농업,임업 및 어업숙련종사자",407702,202056,205646
"전국","60 - 64세","기능원 및 관련 기능 종사자",34561,25864,8697
"전국","60 - 64세","장치,기계조작 및 조립 종사자",38082,34245,3837
"전국","60 - 64세","단순노무 종사자",113115,77748,35367
"전국","60 - 64세","기타",20,20,0
"전국","60 - 64세","미상",22,10,12
"전국","65세이상","계",841688,471104,370584
"전국","65세이상","의회의원,고위임직원 및 관리자",19828,18088,1740
"전국","65세이상","전문가",15609,13552,2057
"전국","65세이상","기술공 및 준전문가",13912,12160,1752
"전국","65세이상","사무 종사자",10127,8507,1620
"전국","65세이상","서비스 종사자",19749,7520,12229
"전국","65세이상","판매 종사자",53076,25945,27131
"전국","65세이상","농업,임업 및 어업숙련종사자",617058,326099,290959
"전국","65세이상","기능원 및 관련 기능 종사자",13581,8857,4724
"전국","65세이상","장치,기계조작 및 조립 종사자",12424,10959,1465
"전국","65세이상","단순노무 종사자",66302,39396,26906
"전국","65세이상","기타",0,0,0
"전국","65세이상","미상",22,21,1
"전국","미상","계",0,0,0
"전국","미상","의회의원,고위임직원 및 관리자",0,0,0
"전국","미상","전문가",0,0,0
"전국","미상","기술공 및 준전문가",0,0,0
"전국","미상","사무 종사자",0,0,0
"전국","미상","서비스 종사자",0,0,0
"전국","미상","판매 종사자",0,0,0
"전국","미상","농업,임업 및 어업숙련종사자",0,0,0
"전국","미상","기능원 및 관련 기능 종사자",0,0,0
"전국","미상","장치,기계조작 및 조립 종사자",0,0,0
"전국","미상","단순노무 종사자",0,0,0
"전국","미상","기타",0,0,0
"전국","미상","미상",0,0,0
