year,companyCount,ownerMaleRate,ownerFemaleRate,singlePropCompanyRate,multiBusinessCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,workerFemaleRate,singlePropWorkerRate,multiBusinessWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
2031,1.4209,-0.3812,0.2564,-0.7688,6.3826,0.7943,-9.9638,-5.5723,-1.0326,0.6205,-0.2976,5.8485,-1.7398,0.5572,-0.3052,-3.2525,4.3871,-1.0121,0.4466,-2.9654,0.9065,-4.0261,-5.8822,-4.5585,-0.7553,0.3734,0.1141,4.5874,-0.1796,1.6638,-0.7713,-0.5527,-0.6464,3.6433,3.5473,3.4411,7.0228,4.9734
2032,1.409,-0.3227,0.2152,-0.845,6.5441,0.7487,-10.9725,-5.3087,-0.8033,0.7288,-0.2088,5.9554,-1.8405,0.6463,-0.3568,-3.5501,4.4387,-1.3621,0.4701,-3.074,1.2077,-4.8164,-6.2496,-4.5734,-0.6481,0.4505,0.0479,4.5834,-0.1918,1.6991,-0.7887,-0.5359,-0.6398,3.9265,3.5799,3.474,6.9268,4.9828
2033,1.3914,-0.2549,0.1686,-0.926,6.6748,0.701,-12.2476,-4.9136,-0.5147,0.8442,-0.1013,6.0364,-1.9393,0.7415,-0.4134,-3.8837,4.4849,-1.7392,0.4917,-3.1546,1.493,-5.7314,-6.7257,-4.5867,-0.5284,0.5265,-0.013,4.5841,-0.2027,1.7403,-0.8109,-0.5266,-0.6392,4.0961,3.611,3.5067,6.8008,4.9846
2034,1.3688,-0.1784,0.1168,-1.0122,6.7764,0.6512,-13.8872,-4.377,-0.1723,0.9634,0.0189,6.0968,-2.0418,0.8424,-0.4748,-4.2593,4.5252,-2.1472,0.5122,-3.2108,1.7615,-6.8122,-7.3278,-4.5963,-0.3954,0.6003,-0.0702,4.5881,-0.2122,1.786,-0.8374,-0.5237,-0.6439,4.1895,3.6404,3.5386,6.66,4.9788
2035,1.3422,-0.0937,0.0601,-1.1039,6.8514,0.5991,-16.0523,-3.6903,0.2167,1.0843,0.1476,6.1404,-2.1518,0.9481,-0.5413,-4.6847,4.5591,-2.5913,0.5315,-3.2448,2.0143,-8.1187,-8.0816,-4.5983,-0.249,0.6714,-0.1247,4.5936,-0.2201,1.8349,-0.8677,-0.5258,-0.6531,4.2342,3.668,3.5691,6.5154,4.9662
2036,1.3123,-0.0012,-0.0014,-1.2015,6.9022,0.5444,-19.0259,-2.8488,0.6446,1.2055,0.2822,6.17,-2.2726,1.0576,-0.6127,-5.1699,4.5869,-3.0792,0.5498,-3.2577,2.2533,-9.7424,-9.0258,-4.5872,-0.0895,0.7395,-0.1771,4.5992,-0.2265,1.8861,-0.9011,-0.5317,-0.6658,4.2489,3.6937,3.5979,6.374,4.9481
2037,1.2798,0.0987,-0.0677,-1.3055,6.9317,0.4867,-23.3527,-1.8547,1.1028,1.3262,0.4212,6.1877,-2.4066,1.1701,-0.6892,-5.7285,4.6086,-3.6209,0.5671,-3.2491,2.4803,-11.8293,-10.2193,-4.5561,0.0825,0.8047,-0.2275,4.6039,-0.2311,1.9387,-0.9373,-0.5405,-0.6814,4.246,3.7174,3.6248,6.2402,4.9256
2038,1.2452,0.2056,-0.1389,-1.4167,6.9426,0.4258,-30.2299,-0.7202,1.5828,1.4461,0.5642,6.1951,-2.5559,1.2847,-0.7707,-6.3783,4.6245,-4.2302,0.5833,-3.2178,2.6966,-14.6287,-11.7546,-4.4971,0.2664,0.867,-0.2759,4.6067,-0.2339,1.992,-0.9758,-0.5515,-0.6992,4.2332,3.7391,3.6497,6.116,4.8997
2039,1.2088,0.319,-0.215,-1.5357,6.9375,0.361,-42.8927,0.5304,2.0757,1.565,0.7108,6.1936,-2.7224,1.4005,-0.8575,-7.1439,4.6352,-4.9251,0.5984,-3.1611,2.9033,-18.6039,-13.7828,-4.4012,0.461,0.9267,-0.3221,4.6073,-0.2347,2.0453,-1.0163,-0.5641,-0.7189,4.2153,3.7588,3.6724,6.0023,4.8712
2040,1.171,0.4386,-0.2964,-1.6633,6.9187,0.292,-74.1491,1.861,2.5733,1.6828,0.8614,6.1843,-2.9083,1.5168,-0.9497,-8.0596,4.6409,-5.7303,0.6122,-3.0756,3.1008,-24.7242,-16.5663,-4.2587,0.6654,0.984,-0.3658,4.6054,-0.2332,2.0982,-1.0588,-0.578,-0.7403,4.195,3.7766,3.693,5.899,4.8406
